orderNumber,orderDate,requiredDate,shippedDate,status,comments,customerNumber,productCode,quantityOrdered,priceEach,orderLineNumber,paymentDate,amount,interactionID,interactionType,interactionDate,reviewID,reviewDate,rating,reviewText,employeeNumber,officeCode
886,2024-08-02,2024-08-09,NULL,Cancelled,Order placed by customer 698,698,PRD00063,72,96.54,1,2024-07-02,3852.02,282,Online Chat,2024-07-29,725,2024-06-01,4,Excellent product! Highly recommended.,318,653
886,2024-08-02,2024-08-09,NULL,Cancelled,Order placed by customer 698,698,PRD00063,72,96.54,1,2024-07-02,3852.02,923,Online Chat,2024-02-16,725,2024-06-01,4,Excellent product! Highly recommended.,318,653
886,2024-08-02,2024-08-09,NULL,Cancelled,Order placed by customer 698,698,PRD00063,72,96.54,1,2024-07-18,4005.31,282,Online Chat,2024-07-29,725,2024-06-01,4,Excellent product! Highly recommended.,318,653
886,2024-08-02,2024-08-09,NULL,Cancelled,Order placed by customer 698,698,PRD00063,72,96.54,1,2024-07-18,4005.31,923,Online Chat,2024-02-16,725,2024-06-01,4,Excellent product! Highly recommended.,318,653
881,2024-07-06,2024-07-13,NULL,Cancelled,Order placed by customer 775,775,PRD00063,75,62.00,1,2024-07-14,1803.09,263,In-Person Meeting,2024-03-18,725,2024-06-01,4,Excellent product! Highly recommended.,548,871
881,2024-07-06,2024-07-13,NULL,Cancelled,Order placed by customer 775,775,PRD00063,75,62.00,1,2024-09-08,3983.53,263,In-Person Meeting,2024-03-18,725,2024-06-01,4,Excellent product! Highly recommended.,548,871
116,2024-06-19,2024-06-26,NULL,Cancelled,Order placed by customer 851,851,PRD00065,4,63.91,1,NULL,NULL,535,Online Chat,2023-11-01,NULL,NULL,NULL,NULL,221,563
686,2024-09-09,2024-09-16,2024-09-11,Shipped,Order placed by customer 591,591,PRD00066,55,59.04,1,2024-09-18,4503.33,573,Online Chat,2024-06-14,874,2024-03-16,4,"Not satisfied, would not buy again.",876,946
686,2024-09-09,2024-09-16,2024-09-11,Shipped,Order placed by customer 591,591,PRD00066,55,59.04,1,2024-09-18,4503.33,573,Online Chat,2024-06-14,443,2024-03-28,4,Excellent product! Highly recommended.,876,946
686,2024-09-09,2024-09-16,2024-09-11,Shipped,Order placed by customer 591,591,PRD00066,55,59.04,1,2024-09-17,202.21,573,Online Chat,2024-06-14,874,2024-03-16,4,"Not satisfied, would not buy again.",876,946
686,2024-09-09,2024-09-16,2024-09-11,Shipped,Order placed by customer 591,591,PRD00066,55,59.04,1,2024-09-17,202.21,573,Online Chat,2024-06-14,443,2024-03-28,4,Excellent product! Highly recommended.,876,946
848,2024-06-28,2024-07-05,NULL,In Process,Order placed by customer 387,387,PRD00067,36,50.56,1,NULL,NULL,272,Online Chat,2023-11-04,NULL,NULL,NULL,NULL,618,598
848,2024-06-28,2024-07-05,NULL,In Process,Order placed by customer 387,387,PRD00067,36,50.56,1,NULL,NULL,637,Phone Call,2024-03-19,NULL,NULL,NULL,NULL,618,598
388,2024-08-25,2024-09-01,NULL,In Process,Order placed by customer 827,827,PRD00067,6,27.27,1,2024-08-06,3918.72,271,In-Person Meeting,2024-06-06,NULL,NULL,NULL,NULL,744,409
388,2024-08-25,2024-09-01,NULL,In Process,Order placed by customer 827,827,PRD00067,6,27.27,1,2024-08-06,3918.72,381,In-Person Meeting,2024-01-14,NULL,NULL,NULL,NULL,744,409
388,2024-08-25,2024-09-01,NULL,In Process,Order placed by customer 827,827,PRD00067,6,27.27,1,2024-08-06,3918.72,682,Email,2023-11-04,NULL,NULL,NULL,NULL,744,409
388,2024-08-25,2024-09-01,NULL,In Process,Order placed by customer 827,827,PRD00067,6,27.27,1,2024-08-06,3918.72,782,Online Chat,2024-01-08,NULL,NULL,NULL,NULL,744,409
342,2024-07-13,2024-07-20,NULL,In Process,Order placed by customer 309,309,PRD00068,13,24.31,1,2024-07-07,2403.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,622,159
126,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 760,760,PRD00069,74,22.76,1,NULL,NULL,146,Online Chat,2024-01-27,59,2023-11-09,2,Fantastic! Exceeded my expectations.,659,560
126,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 760,760,PRD00069,74,22.76,1,NULL,NULL,520,In-Person Meeting,2023-10-23,59,2023-11-09,2,Fantastic! Exceeded my expectations.,659,560
126,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 760,760,PRD00069,74,22.76,1,NULL,NULL,677,Phone Call,2024-06-22,59,2023-11-09,2,Fantastic! Exceeded my expectations.,659,560
126,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 760,760,PRD00069,74,22.76,1,NULL,NULL,772,Online Chat,2024-08-27,59,2023-11-09,2,Fantastic! Exceeded my expectations.,659,560
126,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 760,760,PRD00069,74,22.76,1,NULL,NULL,806,Email,2024-03-11,59,2023-11-09,2,Fantastic! Exceeded my expectations.,659,560
126,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 760,760,PRD00069,74,22.76,1,NULL,NULL,844,In-Person Meeting,2024-04-30,59,2023-11-09,2,Fantastic! Exceeded my expectations.,659,560
126,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 760,760,PRD00069,74,22.76,1,NULL,NULL,847,Email,2023-09-27,59,2023-11-09,2,Fantastic! Exceeded my expectations.,659,560
487,2024-06-28,2024-07-05,2024-06-30,Shipped,Order placed by customer 386,386,PRD00069,97,99.04,1,2024-08-09,208.93,18,In-Person Meeting,2023-11-02,59,2023-11-09,2,Fantastic! Exceeded my expectations.,12,700
487,2024-06-28,2024-07-05,2024-06-30,Shipped,Order placed by customer 386,386,PRD00069,97,99.04,1,2024-08-09,208.93,234,Phone Call,2023-10-31,59,2023-11-09,2,Fantastic! Exceeded my expectations.,12,700
487,2024-06-28,2024-07-05,2024-06-30,Shipped,Order placed by customer 386,386,PRD00069,97,99.04,1,2024-08-09,208.93,264,Online Chat,2023-12-13,59,2023-11-09,2,Fantastic! Exceeded my expectations.,12,700
976,2024-06-19,2024-06-26,NULL,In Process,Order placed by customer 688,688,PRD00070,59,39.30,1,NULL,NULL,NULL,NULL,NULL,18,2023-11-02,3,Excellent product! Highly recommended.,15,11
745,2024-07-10,2024-07-17,2024-07-12,Shipped,Order placed by customer 286,286,PRD00070,13,72.92,1,2024-07-11,4482.42,159,Online Chat,2023-10-02,18,2023-11-02,3,Excellent product! Highly recommended.,191,221
745,2024-07-10,2024-07-17,2024-07-12,Shipped,Order placed by customer 286,286,PRD00070,13,72.92,1,2024-07-08,1105.19,159,Online Chat,2023-10-02,18,2023-11-02,3,Excellent product! Highly recommended.,191,221
745,2024-07-10,2024-07-17,2024-07-12,Shipped,Order placed by customer 286,286,PRD00070,13,72.92,1,2024-08-10,1737.30,159,Online Chat,2023-10-02,18,2023-11-02,3,Excellent product! Highly recommended.,191,221
745,2024-07-10,2024-07-17,2024-07-12,Shipped,Order placed by customer 286,286,PRD00070,13,72.92,1,2024-07-01,3045.58,159,Online Chat,2023-10-02,18,2023-11-02,3,Excellent product! Highly recommended.,191,221
745,2024-07-10,2024-07-17,2024-07-12,Shipped,Order placed by customer 286,286,PRD00070,13,72.92,1,2024-08-11,3066.53,159,Online Chat,2023-10-02,18,2023-11-02,3,Excellent product! Highly recommended.,191,221
745,2024-07-10,2024-07-17,2024-07-12,Shipped,Order placed by customer 286,286,PRD00070,13,72.92,1,2024-07-08,2520.35,159,Online Chat,2023-10-02,18,2023-11-02,3,Excellent product! Highly recommended.,191,221
658,2024-06-23,2024-06-30,NULL,Cancelled,Order placed by customer 420,420,PRD00070,8,59.82,1,2024-09-15,3741.18,708,In-Person Meeting,2024-06-30,18,2023-11-02,3,Excellent product! Highly recommended.,964,349
943,2024-07-06,2024-07-13,NULL,In Process,Order placed by customer 245,245,PRD00072,79,58.00,1,NULL,NULL,NULL,NULL,NULL,519,2024-02-19,5,"Good quality, but a bit expensive.",815,683
158,2024-07-17,2024-07-24,NULL,Cancelled,Order placed by customer 242,242,PRD00072,27,87.91,1,NULL,NULL,NULL,NULL,NULL,519,2024-02-19,5,"Good quality, but a bit expensive.",186,73
542,2024-08-15,2024-08-22,2024-08-17,Shipped,Order placed by customer 811,811,PRD00072,91,49.90,1,NULL,NULL,367,Phone Call,2024-04-14,519,2024-02-19,5,"Good quality, but a bit expensive.",460,787
542,2024-08-15,2024-08-22,2024-08-17,Shipped,Order placed by customer 811,811,PRD00072,91,49.90,1,NULL,NULL,572,Phone Call,2024-08-12,519,2024-02-19,5,"Good quality, but a bit expensive.",460,787
79,2024-07-17,2024-07-24,NULL,In Process,Order placed by customer 140,140,PRD00076,74,65.16,1,NULL,NULL,674,Online Chat,2023-11-12,NULL,NULL,NULL,NULL,657,195
94,2024-09-15,2024-09-22,NULL,In Process,Order placed by customer 809,809,PRD00077,37,56.11,1,2024-08-05,3290.62,167,In-Person Meeting,2024-02-25,NULL,NULL,NULL,NULL,969,850
94,2024-09-15,2024-09-22,NULL,In Process,Order placed by customer 809,809,PRD00077,37,56.11,1,2024-08-05,3290.62,370,Online Chat,2024-08-27,NULL,NULL,NULL,NULL,969,850
94,2024-09-15,2024-09-22,NULL,In Process,Order placed by customer 809,809,PRD00077,37,56.11,1,2024-08-02,1665.78,167,In-Person Meeting,2024-02-25,NULL,NULL,NULL,NULL,969,850
94,2024-09-15,2024-09-22,NULL,In Process,Order placed by customer 809,809,PRD00077,37,56.11,1,2024-08-02,1665.78,370,Online Chat,2024-08-27,NULL,NULL,NULL,NULL,969,850
879,2024-08-14,2024-08-21,NULL,In Process,Order placed by customer 22,22,PRD00078,17,10.43,1,2024-07-20,3424.70,49,Email,2024-08-21,908,2024-01-29,4,Fantastic! Exceeded my expectations.,50,482
879,2024-08-14,2024-08-21,NULL,In Process,Order placed by customer 22,22,PRD00078,17,10.43,1,2024-08-21,1039.10,49,Email,2024-08-21,908,2024-01-29,4,Fantastic! Exceeded my expectations.,50,482
879,2024-08-14,2024-08-21,NULL,In Process,Order placed by customer 22,22,PRD00078,17,10.43,1,2024-08-10,1021.11,49,Email,2024-08-21,908,2024-01-29,4,Fantastic! Exceeded my expectations.,50,482
52,2024-08-27,2024-09-03,NULL,In Process,Order placed by customer 764,764,PRD00079,35,63.07,1,2024-07-07,4837.07,35,In-Person Meeting,2023-12-23,640,2024-06-20,5,"Average product, could be better.",486,628
52,2024-08-27,2024-09-03,NULL,In Process,Order placed by customer 764,764,PRD00079,35,63.07,1,2024-07-07,4837.07,35,In-Person Meeting,2023-12-23,729,2024-02-17,2,Excellent product! Highly recommended.,486,628
52,2024-08-27,2024-09-03,NULL,In Process,Order placed by customer 764,764,PRD00079,35,63.07,1,2024-06-28,1645.14,35,In-Person Meeting,2023-12-23,640,2024-06-20,5,"Average product, could be better.",486,628
52,2024-08-27,2024-09-03,NULL,In Process,Order placed by customer 764,764,PRD00079,35,63.07,1,2024-06-28,1645.14,35,In-Person Meeting,2023-12-23,729,2024-02-17,2,Excellent product! Highly recommended.,486,628
52,2024-08-27,2024-09-03,NULL,In Process,Order placed by customer 764,764,PRD00079,35,63.07,1,2024-07-10,3294.10,35,In-Person Meeting,2023-12-23,640,2024-06-20,5,"Average product, could be better.",486,628
52,2024-08-27,2024-09-03,NULL,In Process,Order placed by customer 764,764,PRD00079,35,63.07,1,2024-07-10,3294.10,35,In-Person Meeting,2023-12-23,729,2024-02-17,2,Excellent product! Highly recommended.,486,628
330,2024-08-16,2024-08-23,NULL,Cancelled,Order placed by customer 706,706,PRD00079,53,24.01,1,NULL,NULL,799,In-Person Meeting,2024-09-03,640,2024-06-20,5,"Average product, could be better.",529,330
330,2024-08-16,2024-08-23,NULL,Cancelled,Order placed by customer 706,706,PRD00079,53,24.01,1,NULL,NULL,799,In-Person Meeting,2024-09-03,729,2024-02-17,2,Excellent product! Highly recommended.,529,330
536,2024-08-24,2024-08-31,2024-08-26,Shipped,Order placed by customer 735,735,PRD00080,90,26.04,1,2024-06-14,2703.43,561,Online Chat,2023-12-06,NULL,NULL,NULL,NULL,762,534
536,2024-08-24,2024-08-31,2024-08-26,Shipped,Order placed by customer 735,735,PRD00080,90,26.04,1,2024-06-14,2703.43,789,Online Chat,2024-05-07,NULL,NULL,NULL,NULL,762,534
536,2024-08-24,2024-08-31,2024-08-26,Shipped,Order placed by customer 735,735,PRD00080,90,26.04,1,2024-06-25,3923.70,561,Online Chat,2023-12-06,NULL,NULL,NULL,NULL,762,534
536,2024-08-24,2024-08-31,2024-08-26,Shipped,Order placed by customer 735,735,PRD00080,90,26.04,1,2024-06-25,3923.70,789,Online Chat,2024-05-07,NULL,NULL,NULL,NULL,762,534
536,2024-08-24,2024-08-31,2024-08-26,Shipped,Order placed by customer 735,735,PRD00080,90,26.04,1,2024-06-28,4372.01,561,Online Chat,2023-12-06,NULL,NULL,NULL,NULL,762,534
536,2024-08-24,2024-08-31,2024-08-26,Shipped,Order placed by customer 735,735,PRD00080,90,26.04,1,2024-06-28,4372.01,789,Online Chat,2024-05-07,NULL,NULL,NULL,NULL,762,534
591,2024-07-09,2024-07-16,2024-07-11,Shipped,Order placed by customer 488,488,PRD00081,55,91.55,1,2024-07-04,1928.64,NULL,NULL,NULL,939,2024-01-14,5,"Not satisfied, would not buy again.",818,145
58,2024-08-28,2024-09-04,NULL,Pending,Order placed by customer 890,890,PRD00081,44,49.52,1,2024-08-06,2874.21,286,Email,2024-06-06,939,2024-01-14,5,"Not satisfied, would not buy again.",586,645
89,2024-08-01,2024-08-08,2024-08-03,Shipped,Order placed by customer 353,353,PRD00084,75,55.93,1,2024-07-30,4548.84,NULL,NULL,NULL,732,2024-09-05,5,"Not satisfied, would not buy again.",60,198
280,2024-07-04,2024-07-11,NULL,In Process,Order placed by customer 970,970,PRD00084,94,58.90,1,2024-06-21,2831.76,NULL,NULL,NULL,732,2024-09-05,5,"Not satisfied, would not buy again.",934,287
80,2024-06-19,2024-06-26,NULL,Cancelled,Order placed by customer 707,707,PRD00086,88,97.41,1,2024-07-27,1041.25,NULL,NULL,NULL,680,2024-08-08,5,Excellent product! Highly recommended.,882,226
824,2024-08-02,2024-08-09,NULL,Cancelled,Order placed by customer 30,30,PRD00086,99,89.57,1,2024-09-17,4927.51,998,Phone Call,2024-01-13,680,2024-08-08,5,Excellent product! Highly recommended.,431,67
824,2024-08-02,2024-08-09,NULL,Cancelled,Order placed by customer 30,30,PRD00086,99,89.57,1,2024-09-01,2654.22,998,Phone Call,2024-01-13,680,2024-08-08,5,Excellent product! Highly recommended.,431,67
861,2024-08-30,2024-09-06,NULL,Pending,Order placed by customer 777,777,PRD00088,21,48.62,1,2024-08-20,4304.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,846,562
3,2024-06-13,2024-06-20,NULL,Cancelled,Order placed by customer 602,602,PRD00088,87,37.23,1,NULL,NULL,767,Email,2024-05-14,NULL,NULL,NULL,NULL,900,618
690,2024-06-22,2024-06-29,NULL,Cancelled,Order placed by customer 468,468,PRD00091,63,48.41,1,NULL,NULL,679,Phone Call,2024-02-12,123,2024-07-31,2,Fantastic! Exceeded my expectations.,191,221
690,2024-06-22,2024-06-29,NULL,Cancelled,Order placed by customer 468,468,PRD00091,63,48.41,1,NULL,NULL,679,Phone Call,2024-02-12,420,2024-07-31,4,Excellent product! Highly recommended.,191,221
787,2024-07-15,2024-07-22,NULL,In Process,Order placed by customer 424,424,PRD00091,18,68.84,1,2024-06-25,2044.41,109,Email,2024-01-18,123,2024-07-31,2,Fantastic! Exceeded my expectations.,180,648
787,2024-07-15,2024-07-22,NULL,In Process,Order placed by customer 424,424,PRD00091,18,68.84,1,2024-06-25,2044.41,109,Email,2024-01-18,420,2024-07-31,4,Excellent product! Highly recommended.,180,648
787,2024-07-15,2024-07-22,NULL,In Process,Order placed by customer 424,424,PRD00091,18,68.84,1,2024-06-25,2044.41,378,Phone Call,2024-06-27,123,2024-07-31,2,Fantastic! Exceeded my expectations.,180,648
787,2024-07-15,2024-07-22,NULL,In Process,Order placed by customer 424,424,PRD00091,18,68.84,1,2024-06-25,2044.41,378,Phone Call,2024-06-27,420,2024-07-31,4,Excellent product! Highly recommended.,180,648
787,2024-07-15,2024-07-22,NULL,In Process,Order placed by customer 424,424,PRD00091,18,68.84,1,2024-06-18,1483.40,109,Email,2024-01-18,123,2024-07-31,2,Fantastic! Exceeded my expectations.,180,648
787,2024-07-15,2024-07-22,NULL,In Process,Order placed by customer 424,424,PRD00091,18,68.84,1,2024-06-18,1483.40,109,Email,2024-01-18,420,2024-07-31,4,Excellent product! Highly recommended.,180,648
787,2024-07-15,2024-07-22,NULL,In Process,Order placed by customer 424,424,PRD00091,18,68.84,1,2024-06-18,1483.40,378,Phone Call,2024-06-27,123,2024-07-31,2,Fantastic! Exceeded my expectations.,180,648
787,2024-07-15,2024-07-22,NULL,In Process,Order placed by customer 424,424,PRD00091,18,68.84,1,2024-06-18,1483.40,378,Phone Call,2024-06-27,420,2024-07-31,4,Excellent product! Highly recommended.,180,648
294,2024-09-12,2024-09-19,2024-09-14,Shipped,Order placed by customer 155,155,PRD00092,13,55.63,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,416
973,2024-07-26,2024-08-02,NULL,In Process,Order placed by customer 648,648,PRD00093,10,94.46,1,2024-07-13,4944.80,757,Phone Call,2024-06-22,824,2023-10-26,2,"Good quality, but a bit expensive.",128,44
973,2024-07-26,2024-08-02,NULL,In Process,Order placed by customer 648,648,PRD00093,10,94.46,1,2024-07-13,4944.80,757,Phone Call,2024-06-22,937,2024-01-05,1,Fantastic! Exceeded my expectations.,128,44
973,2024-07-26,2024-08-02,NULL,In Process,Order placed by customer 648,648,PRD00093,10,94.46,1,2024-07-30,4272.20,757,Phone Call,2024-06-22,824,2023-10-26,2,"Good quality, but a bit expensive.",128,44
973,2024-07-26,2024-08-02,NULL,In Process,Order placed by customer 648,648,PRD00093,10,94.46,1,2024-07-30,4272.20,757,Phone Call,2024-06-22,937,2024-01-05,1,Fantastic! Exceeded my expectations.,128,44
973,2024-07-26,2024-08-02,NULL,In Process,Order placed by customer 648,648,PRD00093,10,94.46,1,2024-08-13,2750.80,757,Phone Call,2024-06-22,824,2023-10-26,2,"Good quality, but a bit expensive.",128,44
973,2024-07-26,2024-08-02,NULL,In Process,Order placed by customer 648,648,PRD00093,10,94.46,1,2024-08-13,2750.80,757,Phone Call,2024-06-22,937,2024-01-05,1,Fantastic! Exceeded my expectations.,128,44
884,2024-09-10,2024-09-17,NULL,Cancelled,Order placed by customer 213,213,PRD00093,10,82.35,1,NULL,NULL,552,Phone Call,2024-08-26,824,2023-10-26,2,"Good quality, but a bit expensive.",541,193
884,2024-09-10,2024-09-17,NULL,Cancelled,Order placed by customer 213,213,PRD00093,10,82.35,1,NULL,NULL,552,Phone Call,2024-08-26,937,2024-01-05,1,Fantastic! Exceeded my expectations.,541,193
289,2024-06-29,2024-07-06,NULL,Pending,Order placed by customer 553,553,PRD00093,63,75.23,1,NULL,NULL,148,Phone Call,2023-12-11,824,2023-10-26,2,"Good quality, but a bit expensive.",995,629
289,2024-06-29,2024-07-06,NULL,Pending,Order placed by customer 553,553,PRD00093,63,75.23,1,NULL,NULL,148,Phone Call,2023-12-11,937,2024-01-05,1,Fantastic! Exceeded my expectations.,995,629
289,2024-06-29,2024-07-06,NULL,Pending,Order placed by customer 553,553,PRD00093,63,75.23,1,NULL,NULL,425,Phone Call,2024-05-14,824,2023-10-26,2,"Good quality, but a bit expensive.",995,629
289,2024-06-29,2024-07-06,NULL,Pending,Order placed by customer 553,553,PRD00093,63,75.23,1,NULL,NULL,425,Phone Call,2024-05-14,937,2024-01-05,1,Fantastic! Exceeded my expectations.,995,629
289,2024-06-29,2024-07-06,NULL,Pending,Order placed by customer 553,553,PRD00093,63,75.23,1,NULL,NULL,484,Phone Call,2023-12-18,824,2023-10-26,2,"Good quality, but a bit expensive.",995,629
289,2024-06-29,2024-07-06,NULL,Pending,Order placed by customer 553,553,PRD00093,63,75.23,1,NULL,NULL,484,Phone Call,2023-12-18,937,2024-01-05,1,Fantastic! Exceeded my expectations.,995,629
425,2024-08-27,2024-09-03,NULL,Cancelled,Order placed by customer 442,442,PRD00093,32,78.94,1,2024-07-02,3688.70,NULL,NULL,NULL,824,2023-10-26,2,"Good quality, but a bit expensive.",644,879
425,2024-08-27,2024-09-03,NULL,Cancelled,Order placed by customer 442,442,PRD00093,32,78.94,1,2024-07-02,3688.70,NULL,NULL,NULL,937,2024-01-05,1,Fantastic! Exceeded my expectations.,644,879
425,2024-08-27,2024-09-03,NULL,Cancelled,Order placed by customer 442,442,PRD00093,32,78.94,1,2024-07-29,1412.49,NULL,NULL,NULL,824,2023-10-26,2,"Good quality, but a bit expensive.",644,879
425,2024-08-27,2024-09-03,NULL,Cancelled,Order placed by customer 442,442,PRD00093,32,78.94,1,2024-07-29,1412.49,NULL,NULL,NULL,937,2024-01-05,1,Fantastic! Exceeded my expectations.,644,879
425,2024-08-27,2024-09-03,NULL,Cancelled,Order placed by customer 442,442,PRD00093,32,78.94,1,2024-07-02,3728.61,NULL,NULL,NULL,824,2023-10-26,2,"Good quality, but a bit expensive.",644,879
425,2024-08-27,2024-09-03,NULL,Cancelled,Order placed by customer 442,442,PRD00093,32,78.94,1,2024-07-02,3728.61,NULL,NULL,NULL,937,2024-01-05,1,Fantastic! Exceeded my expectations.,644,879
425,2024-08-27,2024-09-03,NULL,Cancelled,Order placed by customer 442,442,PRD00096,69,21.59,1,2024-07-02,3688.70,NULL,NULL,NULL,540,2023-11-26,2,"Not satisfied, would not buy again.",644,879
425,2024-08-27,2024-09-03,NULL,Cancelled,Order placed by customer 442,442,PRD00096,69,21.59,1,2024-07-02,3688.70,NULL,NULL,NULL,165,2024-06-02,5,"Average product, could be better.",644,879
425,2024-08-27,2024-09-03,NULL,Cancelled,Order placed by customer 442,442,PRD00096,69,21.59,1,2024-07-29,1412.49,NULL,NULL,NULL,540,2023-11-26,2,"Not satisfied, would not buy again.",644,879
