productCode,productName,productLine,productScale,productVendor,productDescription,quantityInStock,buyPrice,MSRP
PRD00970,Product 970,Ships 300,1:24,Vendor B,"High-quality product 970, designed for performance and durability.",380,306.32,403.98
PRD00971,Product 971,Planes 497,1:50,Vendor C,"High-quality product 971, designed for performance and durability.",137,769.95,981.69
PRD00972,Product 972,Planes 592,1:18,Vendor A,"High-quality product 972, designed for performance and durability.",106,563.48,785.50
PRD00973,Product 973,Motorcycles 863,1:24,Vendor B,"High-quality product 973, designed for performance and durability.",378,17.86,23.00
PRD00974,Product 974,Planes 963,1:50,Vendor C,"High-quality product 974, designed for performance and durability.",623,615.38,891.26
PRD00975,Product 975,Classic Cars 821,1:18,Vendor A,"High-quality product 975, designed for performance and durability.",970,668.62,891.91
PRD00976,Product 976,Trains 341,1:24,Vendor B,"High-quality product 976, designed for performance and durability.",271,141.35,173.07
PRD00977,Product 977,Ships 645,1:50,Vendor C,"High-quality product 977, designed for performance and durability.",348,825.75,1163.20
PRD00978,Product 978,Ships 2,1:18,Vendor A,"High-quality product 978, designed for performance and durability.",193,339.45,435.72
PRD00979,Product 979,Planes 864,1:24,Vendor B,"High-quality product 979, designed for performance and durability.",556,622.46,887.97
PRD00980,Product 980,Trains 565,1:50,Vendor C,"High-quality product 980, designed for performance and durability.",867,201.91,255.20
PRD00981,Product 981,Planes 268,1:18,Vendor A,"High-quality product 981, designed for performance and durability.",606,635.23,777.87
PRD00982,Product 982,Trains 179,1:24,Vendor B,"High-quality product 982, designed for performance and durability.",484,982.83,1251.35
PRD00983,Product 983,Ships 989,1:50,Vendor C,"High-quality product 983, designed for performance and durability.",938,967.34,1233.12
PRD00984,Product 984,Motorcycles 316,1:18,Vendor A,"High-quality product 984, designed for performance and durability.",819,22.53,28.17
PRD00985,Product 985,Planes 838,1:24,Vendor B,"High-quality product 985, designed for performance and durability.",795,759.23,1061.54
PRD00986,Product 986,Ships 649,1:50,Vendor C,"High-quality product 986, designed for performance and durability.",982,531.05,674.76
PRD00987,Product 987,Planes 132,1:18,Vendor A,"High-quality product 987, designed for performance and durability.",292,733.28,1079.46
PRD00988,Product 988,Motorcycles 801,1:24,Vendor B,"High-quality product 988, designed for performance and durability.",795,625.13,911.03
PRD00989,Product 989,Ships 30,1:50,Vendor C,"High-quality product 989, designed for performance and durability.",458,310.37,444.30
PRD00990,Product 990,Trains 294,1:18,Vendor A,"High-quality product 990, designed for performance and durability.",478,462.84,597.04
PRD00991,Product 991,Motorcycles 905,1:24,Vendor B,"High-quality product 991, designed for performance and durability.",281,218.15,326.87
PRD00992,Product 992,Planes 995,1:50,Vendor C,"High-quality product 992, designed for performance and durability.",319,441.26,571.80
PRD00993,Product 993,Planes 421,1:18,Vendor A,"High-quality product 993, designed for performance and durability.",919,468.43,573.63
PRD00994,Product 994,Planes 427,1:24,Vendor B,"High-quality product 994, designed for performance and durability.",124,112.65,148.04
PRD00995,Product 995,Ships 763,1:50,Vendor C,"High-quality product 995, designed for performance and durability.",435,421.61,562.47
PRD00996,Product 996,Planes 443,1:18,Vendor A,"High-quality product 996, designed for performance and durability.",57,932.82,1189.76
PRD00997,Product 997,Trains 779,1:24,Vendor B,"High-quality product 997, designed for performance and durability.",355,747.93,914.40
PRD00998,Product 998,Ships 925,1:50,Vendor C,"High-quality product 998, designed for performance and durability.",179,88.82,108.79
PRD00999,Product 999,Trains 799,1:18,Vendor A,"High-quality product 999, designed for performance and durability.",971,741.44,929.87
PRD01000,Product 1000,Planes 732,1:24,Vendor B,"High-quality product 1000, designed for performance and durability.",669,364.80,483.26
